	S1a	S1b	S1c	S2a	S2b	S2c	S3a	S3b	S3c
367c157971b4be5ed37829621e5f2b4e	0	0	0	0	0	14	0	0	0
b01f95489f29a4650fe00169f22e5455	27	0	0	0	0	0	0	0	0
a83566d2d56869a6f01558cc85479aa3	0	0	0	6	0	0	0	0	0
e9daa30ba8023c2427d1e9c903ace85f	0	6	0	0	0	0	0	0	0
acb360dd0c4e326dda8ece70c5dd3a59	0	0	0	0	0	0	24	0	0
b5f905b619e0b523c5fcb94fe338d6c3	0	0	0	0	0	34	0	0	0
a75d16d475da47a11ac3f0bbece3d3ae	0	0	0	0	0	0	4	0	0
00b98ccd48128809bf69755a01930ed4	0	0	0	46	0	0	0	0	0
7a75b405fca800b16114ce8a8647528a	0	0	0	0	0	0	0	0	107
f70cfc94c66d7ddcb2213c0894a866ba	0	7	0	0	0	0	0	0	0
c278e763192cdd453df023c0063efb42	0	0	0	0	0	0	0	0	4
233059327a2af60440dc25543b75393d	0	0	0	21	0	0	0	0	0
f04969e7a04d8f083c265c51e4503e24	0	0	16	0	0	0	0	0	0
088e9b73144bd328a4228d7c73802755	0	13	0	0	0	0	0	0	0
af44c966400e38a06cb76a37558bbc18	0	0	0	0	0	0	0	0	5
cb1ede9beb67084e90bc40ccb861b5e1	0	0	0	68	0	0	0	0	0
8d2f60d2c538fb642ec48badff8c45e9	0	0	0	0	0	0	0	0	16
cc70a4dc0796b6c249679754951acdde	0	0	16	0	0	0	0	0	0
8d0fbc0bccab0d275a510ab22ff096b2	0	0	0	0	0	0	4	0	0
ebaeaf7715b2ec71de004cba227d296e	55	0	0	0	0	0	0	0	0
e9dc8d2e9b7d0ee520626f8f23f065ca	0	155	0	0	0	0	0	0	0
5afa7dae679980733fe088dff28a283a	0	0	0	0	0	0	4	0	0
44ec5516541fd4ec62a52fe246c065a2	18	0	0	0	0	0	0	0	0
e0ce80d5c6718ebdc60d34172a5a00c7	0	0	0	0	0	0	122	0	0
dc2b62417fd35e045e1eaae7dcd27c80	0	79	0	0	0	0	0	0	0
f50328d17da12dd2cf904b32c779b85c	0	16	0	0	0	0	0	0	0
484d93f6c1520e5e949ce94c9bd8a46b	0	4	0	0	0	0	0	0	0
e63e29e23ff40cdc54f8e1011923125e	0	0	0	6	0	0	0	0	0
7c344276418fb6eb2463f2e21aa0d2d7	0	0	0	0	0	0	0	0	9
72f6039c4e00c97e6f9ef75cc7ac1d20	0	0	0	0	8	0	0	0	0
f51e10ea9ea00873b6d3b7b02656c0c7	0	0	0	0	0	25	0	0	0
95f02096cffce269acf84c578e6157c2	0	0	0	0	0	0	19	0	0
8a326b96d72ab3c1a9512094f7ef1430	0	0	0	0	0	0	3	0	0
e98c224de27335fbc33fcd0207b6dacf	0	0	0	0	0	14	0	0	0
0dd847edf1883d9509086af27b138d69	0	0	0	0	8	0	0	0	0
72579cd48987549e07b3d454c19ce8f2	12	0	0	0	0	0	0	0	0
dd85ccb7713e0f68f9791d174f330b2e	0	0	0	0	0	6	0	0	0
34671c32f013e486e16c35c9651b8682	0	0	36	0	0	0	0	0	0
100953d98c65ab761dd31d5761ad17cb	9	0	0	0	0	0	0	0	0
1524e1a6c9a2779a3df5e80b6a4ba50c	0	0	0	0	0	37	0	0	0
bec3438c0dc982b85a5d73d337813642	0	3	0	0	0	0	0	0	0
705f5760d70a1b9902365d0649db30cc	0	0	0	0	0	0	18	0	0
5e7d8d4c1f29b40a7cc12a826c74931a	0	0	0	38	0	0	0	0	0
6bce391e75de506a57d484117196d872	0	0	0	5	0	0	0	0	0
89a0ec3358031ead37a8767305fd09bf	0	0	0	0	0	46	0	0	0
92ba323d6288bd01d4f602452aebc2f9	81	0	0	0	0	0	0	0	0
a8b24fb230e40836d2ca7bb20a1cd0f7	0	41	0	0	0	0	0	0	0
b69f55fd8a60284f6408f8fe6c5991b4	0	0	18	0	0	0	0	0	0
3236e6867154b21ba47b6c855d71c34a	0	0	0	0	0	0	0	3	0
36cccdfab2479fcef20ef22c78bcecbb	0	0	0	0	0	90	0	0	0
97dd9d1f92d17d26f6c43f6b0f0814b7	111	0	0	0	0	0	0	0	0
4521f3ba98053bf5c1d75430c1600818	0	0	0	13	0	0	0	0	0
4de0e5ee7971fe19778459eba00ba3d3	0	0	0	0	0	43	0	0	0
2975e4fd73eaf6130b982be7336576a8	0	0	0	0	0	7	0	0	0
269f8237007e8f3e63140413460e5cf9	0	0	0	0	0	0	52	0	0
524bc2e3331e5fb45574b2df7afacef4	0	0	82	0	0	0	0	0	0
3d8f2f7942c31939f0922d8d66afddcd	0	0	0	0	0	0	0	0	3
f3abfde66556f849b8c7f3409d311861	0	0	0	0	0	16	0	0	0
ae276c87c4b1f313797cf013f54b4445	0	0	0	0	0	0	0	0	74
418d0e0f67be2fedbc6cd0d8c5d80cd7	0	0	0	0	0	47	0	0	0
48c4a83371dd53f3fc7377b673edacdc	5	0	0	0	0	0	0	0	0
1f2d0c1b293a56182101d065d2ff107c	0	20	0	0	0	0	0	0	0
64b074848ed696e7ae21803f602fdfd5	2	0	0	0	0	0	0	0	0
d74a41930eff732350fd930f3c61855d	0	0	0	2	0	0	0	0	0
902a766aef451ea60d30a19a3b0b43ec	0	0	0	0	0	0	8	0	0
14c463ae71aff75078830eebd103826e	0	0	0	0	0	0	0	61	0
20650381abd06958f1f0e7f2016ae334	0	0	4	0	0	0	0	0	0
c4d82ca5f898d22378134f45cbbdfe51	0	0	0	5	0	0	0	0	0
9dd43a48376d5b1bed545502fec16991	0	0	0	9	0	0	0	0	0
e55298179599d72a5dd64bd647cb1463	0	0	0	0	7	0	0	0	0
3d260130801de13d9629f27b104b315c	0	0	0	0	0	14	0	0	0
18eba2e58d94a4fb9d55366a22d404c8	0	17	0	0	0	0	0	0	0
1ee5f157c4595f1d66f37bc0165c1b9b	0	0	0	0	80	0	0	0	0
54631770dfef7ab8b375eef0875ce556	0	0	0	4	0	0	0	0	0
457796fe5123a209b97f45a176c786a7	0	0	0	0	27	0	0	0	0
79fe207ab4de64163a7b8723f7677f36	0	2	0	0	0	0	0	0	0
a9fb861c1d5a87faff3efa7f057598c4	0	0	14	0	0	0	0	0	0
c0dbe74dee2444c8450d982c5c2f74c2	0	0	0	0	0	0	2	0	0
d5ea5cbf5dc26b6172361da1d230fd52	0	0	0	0	0	0	0	3	0
3c95b27161c58e753201a711245c2f79	0	4	0	0	0	0	0	0	0
07d5aeb1a701940f58b5d7773a179a83	0	45	68	0	0	60	31	0	181
ed9629df8ccc7248ffd78cb836816ef9	0	0	7	0	0	0	0	0	0
2160511bf633d65decb926a85693fe75	0	0	0	0	0	80	0	0	0
c410e355b1bef5c2d1138e96f074ab64	0	2	0	0	0	0	0	0	0
87208cee590356c97402413fef7ed6d9	0	0	0	0	0	0	0	94	0
e13a764dfa95cdf4c055c1a673d52546	0	0	0	0	4	0	0	0	0
c5e9816839db6f9887a6de03913b8386	0	0	0	32	0	0	0	0	0
06a473643648c0c54c9d611bf30f9693	0	0	0	0	2	0	0	0	0
28f9b0cd1b90813aa0bc63f315fd0a38	0	0	0	0	0	19	0	0	0
dab3b065dcf22586233e83ec10003078	0	0	0	0	0	0	0	0	6
0e0efa6e5dfdd4cc3cc23bae01b54645	0	29	0	0	0	0	0	0	0
993f0d527b1c20b40a99633f50a13cee	7	0	0	0	0	0	0	0	0
44594a1c5aca6c94d0299be59a9c739b	0	0	0	0	0	0	0	20	0
b1f34dfd9680b41ce6a9beb8972ee980	0	8	0	0	0	0	0	0	0
139ebd55c70352562569fadb85ccc52a	0	0	0	0	0	0	0	40	0
df283ff6c6f3dc98c55b7859de86d15d	0	0	101	124	173	56	0	0	74
eafb6aefb2b9418068a91a36a40aef4d	0	0	0	7	0	0	0	0	0
2e784601e68d256cd4375d4f9f6c754e	0	0	0	0	4	0	0	0	0
07610baa0015f6dc71d657e18dfa6cbc	0	0	0	13	0	0	0	0	0
3e7d2b1364ee4ffebe10a29f2dd82147	0	4	0	0	0	0	0	0	0
34c6a2f803eb6e852b83cea4a341aa13	0	0	0	0	0	0	36	0	0
a2242d9be1b377dd2609c1df5afda406	0	0	0	0	0	0	0	0	4
0f7b9d9ccfa6048da1bca7c7b738fe0d	2	0	0	0	0	0	0	0	0
4e652d0829eb0a96a15bf7d52f4bdc6c	0	0	0	0	0	0	2	0	0
22808d7992350cb21b7f1da18b5aa359	0	0	0	0	0	0	0	0	5
0c94fa66f013447cd954f8e0bd5e7065	0	0	0	0	0	11	0	0	0
1a77a53b64d26656b39858dbb1b30886	0	0	0	33	0	0	0	0	0
f6fe44de28300a922d4a92cf3c09cc3a	0	15	0	0	0	0	0	0	0
d9c78fa1e59f2fbaed28593843e7aa48	0	0	0	0	11	0	0	0	0
35323210f7bfda6d6e2595e88ef0770d	0	0	0	0	0	0	0	0	13
8f8a9b227ffad2fa4627af5c391560ce	0	0	7	0	0	0	0	0	0
fef3c1794a118d0cabc178c0afb94508	0	0	0	0	0	0	0	0	8
cce9990674a9261a0ac8dcf43b009945	0	15	0	0	0	0	0	0	0
b16d7b44214ab3cd7a4c92d90818eb65	0	78	0	0	0	0	0	0	0
9bd71d6638685abafb3e63f2ceb29611	0	0	0	0	0	0	0	2	0
c81f3523abf40656c1d6718b1987d374	0	11	0	0	0	0	0	0	0
086dd3668596743960b4ab85980835be	0	0	0	0	0	0	0	8	0
cf31da5372a0aae088209d10799db2e1	0	0	0	0	0	3	0	0	0
723ebe140ec2383fc7a673839091d721	0	0	0	0	32	0	0	0	0
3d95fbe30f5f2e9bdbb45f20c754d1bf	0	0	0	0	56	0	0	0	0
d462809edc3db3bf7618bca43742fe9b	0	0	74	0	0	0	0	0	0
2ef7501b355094ef703aebff25e770ff	0	0	0	0	0	0	0	0	3
85825e4a03637577b3618f65bc532d78	0	8	0	0	0	0	0	0	0
d9fc8ad34d059ecede7b4324508c8d58	0	0	41	0	0	0	0	0	0
9cf8e7aa219c655daf9b6312de52c416	0	0	0	0	0	11	0	0	0
db09a9a7b827bc7e4872a3c8fc8b5740	0	2	0	0	0	0	0	0	0
6bf990786dccb504267962b560aef6c8	0	0	0	0	0	0	0	0	5
ebd65b0cf20347aabfb26245ff6ac3da	0	61	0	0	0	0	0	0	0
87a4ee2ebc9e6964bb8a2faebca05f05	16	0	0	0	0	0	0	0	0
d3a99158c7c4662b604fc8e592af4910	3	0	0	0	0	0	0	0	0
9c6a8da7fa1ef64a7e6296fd2ad57061	0	0	0	19	0	0	0	0	0
ee4594fc2fac7f60ebcbc93081965e5d	0	0	0	89	0	0	0	90	0
d4f47a4c9ae518dd8ebb307a0d1baf7d	0	0	0	6	0	0	0	0	0
e89e67512abecbe6c4dc61331a698b4e	0	103	0	0	0	0	0	0	0
35dab7ae382059b071de1a769b34dded	0	0	0	69	0	0	0	0	0
5139be592b7d9ea6efa61f6488d84fd3	0	22	0	0	0	0	0	0	0
b9fca7827ca67fe1c5ed47fd70f18ef1	76	0	0	0	0	0	0	0	0
6e00452d289016d985719097cbba64a6	0	0	0	0	0	0	0	0	60
2cef76b794a6d98d88b6c7ef632da633	0	0	10	0	0	0	0	0	0
201000e7ca55881d6f5c72934b8aaea4	86	0	0	0	0	0	0	0	0
45bb0367ddd6d2a7add1c5659dd948c7	0	0	20	0	0	0	0	0	0
c5c35dbbd7e989ec43903a8a382c6a5f	0	0	0	0	0	0	17	0	0
7dfca931cbb3c307887d1dd2b467dc59	0	0	8	0	0	0	0	0	0
8fcf79300e05cf38261eea48424f07ce	0	0	0	0	0	0	0	2	0
56104dd014ac6f187f36788d61deee8e	0	0	0	0	0	0	0	0	2
2b8db686a174586d8eb8df4f1f9f7442	0	0	0	0	5	0	0	0	0
8c526738ee00e40869c30a9985837676	0	0	0	40	0	0	0	0	0
927ae26b70f48feecfed1e59824ac934	0	0	0	0	0	0	25	0	0
d0200f4723ff6f7591db0f1ab9f30293	0	0	0	0	0	11	0	0	0
6ea708a3a49dbe5f172b7af0fb6a552a	0	0	0	0	0	0	0	0	2
fe345dd1e7f5efca47a37f9a4da94939	0	0	0	0	0	0	0	2	0
af54215a57636914e8ec5adc05ecb8c7	0	0	51	0	0	0	0	0	0
c0140260abdb43adc5af45c40573c481	0	0	0	0	0	0	47	0	0
6f7b56480231609039453e523aca43aa	0	0	0	15	0	0	0	0	0
a81fa8a56e6682a402e50b0b241b012d	0	0	0	0	0	0	6	0	0
d4d345b52892e06e1fe4a11e2876b375	0	0	0	0	0	0	0	0	4
80c398d3419a9b5cd4b31e2be5bba986	0	0	0	0	0	123	0	0	0
c091555bcc6943adad82e4e5a4ab9876	0	3	0	0	0	0	0	0	0
d0213a5aea9293576d0f51304cd48df9	0	0	0	0	0	0	0	23	0
ddcf1a6366e841b2ca761e8bbe9aef06	0	0	0	0	0	0	0	26	0
d103b8c82631b8d07fc1b14d1929f116	0	0	0	0	0	51	0	0	0
7ca7d5ede7fcd186237d504076ddcb69	0	0	0	0	0	0	0	0	2
43d8c6761835d570d2662ebf2ac68b30	9	0	0	0	0	0	0	0	0
55ef4d27fd6f22ec16418ea0f24bc739	0	0	0	0	0	6	0	0	0
b0b3b23a55e4105382cf7659cf8019b7	0	0	0	11	0	0	0	0	0
d579e600fc13ecd039a3c6bdf5a3f038	33	0	0	0	0	0	0	0	0
e7d52fe876a12c9a04a1d43ac3458dc4	0	0	0	16	0	0	0	0	0
1aac19ab0d456c1faed33ee6b4459a9c	0	0	0	48	0	0	0	0	0
f5ff786646dc11fefbe6df0cf7ec7711	0	9	0	0	0	0	0	0	0
9c7d32a7f7b4de45d4edd58a1cd41e08	0	0	0	0	0	0	0	4	0
73e81476824bf4b7012f91d4353da5d8	0	0	0	2	0	0	0	0	0
ce90192cb792aeb139a84c4618f45083	0	0	0	0	0	9	0	0	0
729471354d802d163d8474bbc5e1ba2b	0	0	0	0	0	0	61	0	0
66861ca27f4610dad9bf6bee62c26a4b	0	0	0	0	0	0	2	0	0
3583b2c86b08a4e82b527db546122558	0	0	0	26	0	0	0	0	0
1db0c1c0c734988615eca0a312cfdeb8	0	0	0	8	0	0	0	0	0
a58154137bdbb980bd391d76ea0685c6	0	0	0	0	0	0	0	9	0
cd4dda9e76ed6020827bef3a61d47855	0	0	0	0	0	4	0	0	0
52e044c4e0e9774527c87440f5232605	0	5	0	0	0	0	0	0	0
e5d3a510132af7b7772fd0e85d8c7112	0	0	0	0	0	0	0	22	0
69410c924e21d25514c4a7e5abad07f5	0	64	0	0	0	0	0	0	0
269831186f9d4417d6e6b4f3940f8f0c	0	0	0	0	3	0	0	0	0
28b047a35a982bcd641aa5a1b1203473	0	0	0	0	2	0	0	0	0
37e2b3a497a8c69124c09bc561a16323	0	0	0	0	0	56	0	0	0
686d6c524f1ce3ab9ef369c500c1d6a4	0	0	0	0	0	0	18	0	0
e07f0fbdf7cd2e523797c9515e974c4b	0	0	0	0	0	7	0	0	0
6506218956c0cd09282650a3d68955ae	0	0	0	0	0	6	0	0	0
a25e2b5050041f6f57a6bbe94df47a77	0	11	0	0	0	0	0	0	0
f7b062f122b6e46dc3e1d90646f136c7	0	0	0	0	0	4	0	0	0
09cd45cfaeb54f6db22875789e3c5f36	0	0	0	0	0	0	0	0	37
275933996d6803e190432ea26fbabccb	0	0	0	0	0	0	0	0	5
df179a0e0c0c18065c411b1f05cc3531	0	0	0	0	0	0	0	2	0
081cd0389f91c956d155235374ab4690	0	0	0	0	0	0	0	29	0
4be05b93230765f54daf519ad2d98abb	0	0	0	0	0	0	5	0	0
bb438b5c5d21f4193bbda5a0234fe9e4	0	0	0	0	0	13	0	0	0
a2e38b10175d348505d67fb526282a40	0	0	0	0	0	0	55	0	0
974e36444886b08a54977ba1a80ae6b8	4	0	0	0	0	0	0	0	0
9e6962ad70f034d9332abf1b945e0f5b	0	0	0	13	0	0	0	0	0
f60a0ab303ee70b6423583fda6d1897a	0	0	0	0	0	0	0	5	0
8ed63f0554d7c4054c91b6ec385f7186	0	0	0	0	0	0	4	0	0
cede59326ddf4d9253ddcf15b4f7272e	0	0	0	0	3	0	0	0	0
b8a18bd885cca7ce9748a721c94d57dc	0	33	20	0	0	0	0	0	0
450ea10db35677b0d39a6306a64de9d4	0	0	0	9	0	0	0	0	0
e63b2f8e823cd0985ecca8c2e31d1304	0	0	0	0	13	0	0	0	0
7a20f57f4d39b37686bc8137e848bfd6	4	0	0	0	0	0	0	0	0
8348804a734e231471ad383df3873580	0	0	0	0	0	0	0	0	2
649b10819f5a7d6d6259aebdd2fc0228	0	0	0	23	0	0	0	0	0
899d811a358b0f7cd579335974f4bf1d	0	45	0	0	0	0	0	0	0
68c16773548ee4296b8bd3db7ac5e800	0	8	0	0	0	0	0	0	0
dd9b655bdd5d6f3369e30a8c18d6acbc	0	0	0	0	0	0	9	0	0
ac1e01b7da3195e89797b1e2f02e4dab	0	0	5	0	0	0	0	0	0
49e9e36b2113553d8c3b50d8546c1d87	0	0	0	0	0	0	22	0	0
b20b6edaf4fc462ebb3e62f49e25559b	0	0	0	0	0	0	4	0	0
cf226ba897766d78774e414732eb08f3	0	0	0	32	0	0	0	0	0
384374b8f6f559fe55b5b506ee43e119	0	0	0	0	0	0	4	0	0
f140ff9ff555c5849dafc01ebd5fca74	0	0	0	0	0	0	0	2	0
94ec9f2ab243f8f1e3417a099d75874e	0	0	0	0	0	0	0	82	0
cd1690d73c0d2afe7df325081224cff9	0	0	0	23	0	10	0	20	0
e931cb4a615328ca7d3c3a3a04376f1e	0	0	0	107	0	120	0	0	0
b0d725106d3c488c718ad4dafb24228a	0	0	0	10	0	0	0	0	0
8d0bb03caf5bf7ab6899a61217f36260	6	0	0	0	0	0	0	0	0
9b27eb382dbd7d535630f111f89aef53	0	0	0	0	0	0	0	2	0
e1f3df0f69c694049e208d5e52b734f4	0	0	0	0	10	0	0	0	0
cd958f88735162e146f3be5350e5e7cf	0	0	0	0	0	0	0	4	0
aa8db75a8f1f1166dc1e02c063db3f9b	0	0	106	0	0	0	0	0	0
ffbad9ff8a91c305acc09ef6e92847ec	0	0	0	0	0	0	0	6	0
de93a6df7668083c274d19f9ccb6fa5b	0	0	0	0	0	0	120	0	0
346a4bd453aa13f9952e3d27014cd9e7	0	0	47	0	0	0	0	0	0
952f9ed30aaec59b5017529cd9628b5d	0	0	0	0	48	0	0	0	0
c52a2907d52d01bcc6423aadfb6599eb	0	0	0	33	0	0	0	0	0
412eb0c934c64546167af0d0e6c934d2	0	0	0	0	0	0	3	0	0
063e1cc89bc891b5e5093a4774f1fbb5	0	0	0	0	0	0	0	0	5
de2beb945d8a790e2ef535df167ea201	0	0	0	0	0	3	0	0	0
14027364cb5c2c11942aa9b6c76e0dad	0	0	0	22	0	0	0	0	0
b72c2317c40a51e61b8261e151cdacb8	0	0	0	0	0	0	0	11	0
77769b84d3302a559dc40de3423a4c38	0	0	0	2	0	0	0	0	0
1c6ffb674f5ce255ad5b2c36228393f6	5	0	0	0	0	0	0	0	0
3f3d5b9ebc08b1429e0aec81c176ed42	0	0	0	0	0	0	0	4	0
eceb73f89ab032c5a609280aed40820d	0	0	0	0	0	0	0	2	0
99905331a9152534608431b4a81cffbf	0	0	0	0	7	0	0	0	0
206e2f3e0414480b9f4eb488cf1be4da	0	0	0	0	0	0	0	18	0
0c2b64fe8169c775ed6c07ca1094893c	0	4	0	0	0	0	0	0	0
2b00128a0fc932e4ce1895c57f317265	0	0	0	0	0	0	0	0	11
fb514216c23b7cffb170a12cb5645d77	0	0	0	0	0	30	0	0	0
e60eaa30fa0d62d6134c588e1ced307d	0	0	0	0	0	0	0	156	0
9ec7b60874b72e60ba1aa147a4b044ba	14	0	0	0	0	0	0	0	0
84c1e9b0ac0ccdaa862b9568b5ee9e13	0	0	0	0	0	0	0	0	13
2fe3d71e9b47c6c6ccd4bd17eeab754f	0	0	0	0	0	0	44	0	0
c071f73dc9fc4d1cab6985f08e114cb1	0	0	0	0	0	20	0	0	0
1b36079e8d13ca29b52ca57e67359450	0	0	51	0	0	0	0	0	0
8fe02d9a7be785facae7ae9b44e2f6f4	0	0	0	0	10	0	0	0	0
03d8e7b11d8022686050ab241ac8c40c	0	0	0	0	3	0	0	0	0
210c5462bb6eab363a7efdf0542f4233	4	0	0	0	0	0	0	0	0
8a289ffcf74535711f62b2a8ca6d4182	0	0	0	0	0	0	0	0	3
3d7c37ab23b3da7b1db68545b45249e3	6	0	0	0	0	0	0	0	0
071ff8fb953ed0565b31d0d34c8f015a	0	0	0	0	0	0	0	0	69
b068f0685c00c7966f6f54e161e8823a	0	114	0	0	0	0	0	0	0
94d3894ca49a2f318023e9981ab00b66	0	0	0	0	0	0	0	0	35
14974f0bdd4b7147fe3c625ee94c660d	0	0	0	0	0	0	0	0	2
232a496dadfbf140ba4d6cf98dad0547	0	26	0	0	0	0	0	0	0
19999e14e1d382f00c81fbd2ccffef03	0	0	0	0	0	5	0	0	0
58a95d72469a9226b6eeba9c9c7e8555	0	0	4	0	0	0	0	0	0
7d543aec7007892b76f92ac8bf0a972e	18	0	0	0	0	0	0	0	0
a73242cbb315d3d57e7f6de33c03ea83	0	0	0	0	0	0	3	0	0
42cf6be92d3500d24891579936712ad2	0	0	0	0	0	0	0	4	0
c73bf67d69b7eed4cef1468a8b074669	0	0	0	0	0	0	126	0	0
e000a5be1d3c4c762ac8158149cbef60	0	0	0	0	0	0	0	0	55
558576d719879497247810295f696817	0	91	0	0	0	0	0	0	0
580be32a18a206640c49a512a5c78af1	0	0	0	0	0	0	0	0	17
a9de58264a1f45df7a3ce196e79a30f1	5	0	0	0	0	0	0	0	0
60f1f98071b8902a3f42a3cb7b198f4d	0	0	0	0	4	0	0	0	0
ce973bc9bc0217d25a560cdfe89cbe5d	0	0	0	0	0	65	0	0	0
987c4b80ec6dbdde6e96c1b4777c1962	0	0	0	6	0	0	0	0	0
c70c392c4e403e3247b93d8fc0c2ef5d	0	0	0	4	0	0	0	0	0
0ce93065bdcd8bad0d29fa570b71435c	0	0	0	0	0	0	0	17	0
9e218de2b0a14a814a52eb40b9e65cc0	0	6	0	0	0	0	0	0	0
e041e112809495a1b3ed102e5eb040ba	33	0	0	0	0	0	0	0	0
ddc1c45275d3b91eecf056f3a7df5198	6	0	0	0	0	0	0	0	0
2f4a80be698d33d1b4d364c3f864e884	0	0	0	0	0	0	0	12	0
a4fe22662420e878168bb3928a0b6ccd	52	0	0	0	0	0	0	0	0
eacfb321eb8730a1dfde752784dac222	0	0	0	0	0	4	0	0	0
ed47adc468a5cbe2f262b5ba28efae27	0	0	54	0	0	0	0	0	0
054b166801b00becba4e5407bc5f0780	5	0	0	0	0	0	0	0	0
4bffcf847e1eb915541e2a7bb84f19d2	0	0	0	9	0	0	0	0	0
33c4870ca93cebf8424e019bd6fcfb2c	0	5	0	0	0	0	0	0	0
75aff1faa63168c59da5edcb8a9d0e7f	0	0	0	0	34	0	0	0	0
11420913d96e2e37dbac01000ca5f15e	0	0	10	0	0	0	0	0	0
b25f84ce679240d4c386294d784f0840	0	0	0	0	0	0	0	0	16
8aa12548d25243b1415b157233ff0c81	0	0	0	4	0	0	0	0	0
e6586c0e3d95f82f39bb145d7a5d0acc	0	2	0	0	0	0	0	0	0
e3915818cb5479dd11bd78718e0ca74f	0	0	0	0	58	0	0	0	0
abe78bf482fb485086593d7650ad682a	0	0	0	0	0	9	0	0	0
d650cc61206f350e13a7335874698513	0	0	3	0	0	0	0	0	0
9f41818a9515a81aff866b06a37bfaa9	0	6	0	0	0	0	0	0	0
f308f02f7101e63485bd9405b22eaa69	0	0	0	0	0	0	0	85	0
435511ff1d446331e69c6550ccf111f7	0	0	0	0	0	0	0	7	0
3e90d451f87f3611f48df9790002596f	0	0	0	0	0	23	0	0	0
5de8de4d290b918413e0e3fb60e197ab	0	0	0	0	0	0	0	61	0
3f9803dbb11541ecd855b9ad3bcf1aca	0	0	0	0	0	0	0	0	10
9906d0d4f8c5b9770dc560e1637834c3	127	0	0	0	0	0	0	0	0
35dbfd48ccb8fe9a4ccdfa3aa72441e1	0	0	22	0	0	0	0	0	0
cbf40ea07af54aa4ebca4a8f035304fd	0	0	0	0	0	2	0	0	0
01ff06e909142b6bc9057e2fd7c89195	0	0	0	0	0	2	0	0	0
62be28d0bb75d09726813a1aec24b8c9	2	0	0	0	0	0	0	0	0
0b24a5a77bdd8500d8e43c8842e0d07b	0	0	44	0	0	0	0	0	0
bdb2ecb74165717aecc0210d9d185ee7	0	0	9	0	0	0	0	0	0
3af52d333231dfff40ed7e1936846ccd	0	0	0	0	0	0	0	0	2
a57405ce24d9a64e088ac0edeab450f1	14	0	0	0	0	0	0	0	0
9527b62f4e4637d5f780e60bc568ddeb	0	3	0	0	0	0	0	0	0
c35d7891f6118f1b3cdb2e56dc00d628	0	7	0	0	0	0	0	0	0
cc64a38bda641d66bcec7e59483ae14f	0	0	0	0	0	14	0	0	0
2e9313ffea8bae6fefe6ced62779d737	0	0	0	0	0	0	0	2	0
5191acd9963c2d71e03696705e90fbe0	0	0	0	0	0	0	15	0	0
94109e80399061db1c5f781070f46369	0	0	0	0	7	0	0	0	0
b3b9dd7f39eed1d7f5185187ffe8aa48	0	0	0	0	0	34	0	0	0
41e46c72f1d14ca8aac425f9c00aee26	0	5	0	0	0	0	0	0	0
1017bd2aee8e0bc3196069a3a9e06407	0	0	4	0	0	0	0	0	0
a667ca35d9294ae1885fa8e4f05a5158	0	0	0	0	0	3	0	0	0
28ed8feb5453c7b5a0a0e5e6c4ea9bef	0	0	0	0	0	0	3	0	0
4645d2951a50354deadeb6d155feeeac	0	0	0	0	80	0	0	0	0
b7ca2cffcc79c36f7edd266fa2d83dbe	0	0	0	0	0	0	0	83	0
1ab9a992472012bdbb0eee9d3cbd983f	0	148	0	0	0	0	0	0	0
a5bff20db553053f28746343d07ab3a8	11	0	0	0	0	0	0	0	0
5b2ee101643ae89c90b56664f229c692	0	0	0	0	0	0	8	0	0
52d3511a27a89de99b2350d7b7847b18	0	0	0	4	0	0	0	0	0
21e5bb88c6b9a76f815db23f8563fc16	65	0	0	0	0	0	0	0	0
eed6be1ff78e9c828d264d0894615999	0	0	0	0	0	19	0	0	0
5d582d3dbe971417cba770a85de7648b	0	0	0	0	0	0	0	0	3
4550e7c8ba1d2441e9dd9314cddeee04	11	0	0	0	0	0	0	0	0
2e7c611d9063e68551650bd04c4d78d6	0	0	0	0	0	3	0	0	0
221f473f120a3db6be2134ba27662743	157	0	0	0	0	0	0	0	0
83a6e07a01f2e382c8add2e8d030620d	0	0	0	0	0	25	0	0	0
8ba4eb8c61bbf643ded97c37a7911a8e	0	0	0	0	0	36	0	0	0
11ea470d1f2979eef189f63f73693b76	0	0	0	0	3	0	0	0	0
5c5c9f68b7bf629ac3cc0981681c7ecb	0	0	0	0	0	9	0	0	0
fc2c8853a042e4b000400e87a06c66ca	0	0	0	18	0	0	0	0	0
09e870087b71a6689961854e4ea50991	0	0	0	0	52	0	0	0	0
7e1f306b2b68b374ba89685daeac17c2	63	0	0	0	0	0	0	0	0
23862b48575f76ad448d02f4249cf565	0	0	0	0	0	0	0	0	7
c37de13c742039ebea8e45ded2ee1a15	0	0	0	0	0	0	0	10	0
6621ba173bbcf33c65d0087be17039b8	0	0	0	0	3	0	0	0	0
ce2fde8212217fd356bf082fafd787b3	0	0	0	0	0	0	14	0	0
1ca00fcfd7b8c24b2e2f7ae6fb66c55b	0	0	0	0	12	0	0	0	0
b26bdde434a64e06c621c7369ffff6c4	0	0	0	4	0	0	0	0	0
ec71b4be5837ed5d65f5a9525e69df7f	0	0	0	9	0	0	0	0	0
08a8ac9462a5ec0ee0605cd92422a08e	0	0	0	0	41	0	0	0	0
b1b951784776b4fc011d858a18680290	4	0	0	0	0	0	0	0	0
89fe8f29d90d88357e71632cc4a4cdc2	0	49	0	0	0	0	0	0	0
